idade,rendimento,anos_emprego,montante_emprestimo,taxa_juro,percentagem_rendimento,historico_credito,habitacao,finalidade_emprestimo,classe_emprestimo,historico_incumprimento,estado_emprestimo
69.0,99934.38,15.8,21889.45,6.34,0.219,6.8,arrendada,saude,A,nao,0
68.0,67432.74,26.7,267355.91,7.12,3.965,7.9,arrendada,educacao,C,sim,1
41.0,41970.6,10.0,52547.14,8.37,1.252,7.0,propria,habitacao,A,nao,0
59.0,67604.6,3.9,255434.36,5.31,3.778,12.2,outra,negocio,C,nao,1
55.0,81799.44,15.9,61697.19,29.12,0.754,15.6,arrendada,educacao,D,sim,1
67.0,55187.87,29.0,245774.27,11.7,4.453,8.5,outra,negocio,A,nao,0
58.0,103037.15,13.4,255637.07,9.69,2.481,14.6,hipoteca,negocio,C,sim,1
57.0,68924.71,16.4,11625.96,27.37,0.169,6.7,arrendada,saude,A,nao,0
64.0,96430.89,14.1,123063.8,30.77,1.276,17.7,arrendada,habitacao,D,nao,1
25.0,103577.43,14.5,154317.47,23.69,1.49,6.7,hipoteca,pessoal,D,nao,1
48.0,64940.67,2.5,107216.34,10.62,1.651,10.9,propria,habitacao,B,nao,0
67.0,59304.05,17.1,13695.8,6.72,0.231,16.6,hipoteca,negocio,A,nao,0
33.0,101992.34,21.8,280923.87,6.88,2.754,3.5,propria,pessoal,A,sim,1
58.0,97948.01,19.2,197210.99,6.37,2.013,13.5,arrendada,saude,C,nao,1
24.0,76193.82,18.5,279300.47,30.8,3.666,9.7,hipoteca,educacao,D,sim,1
40.0,61342.02,18.4,81745.94,12.02,1.333,15.8,arrendada,pessoal,B,nao,0
61.0,89262.63,27.7,121642.87,13.43,1.363,12.5,hipoteca,negocio,C,sim,1
28.0,28861.26,24.0,144360.1,,5.002,7.8,propria,pessoal,C,nao,1
53.0,104992.13,,294902.24,20.5,2.809,13.2,outra,negocio,B,nao,1
51.0,73803.99,27.3,49552.55,5.85,0.671,15.5,hipoteca,pessoal,B,nao,0
24.0,98431.42,29.3,161202.38,9.59,1.638,3.5,propria,saude,C,sim,1
57.0,95701.23,18.6,101561.22,21.56,1.061,5.5,outra,negocio,B,nao,0
36.0,75460.08,,100123.65,17.0,1.327,13.5,outra,habitacao,B,nao,0
30.0,67383.14,10.8,79624.56,18.5,1.182,17.4,hipoteca,negocio,B,nao,0
52.0,107202.27,9.9,293525.92,11.65,2.738,15.0,hipoteca,educacao,A,nao,0
65.0,67526.55,6.2,25970.43,6.35,0.385,14.4,propria,saude,A,nao,0
37.0,106718.94,3.4,231295.05,23.87,2.167,6.6,propria,saude,B,sim,1
56.0,56575.38,29.6,16097.55,,0.285,10.9,outra,negocio,C,sim,1
37.0,88572.97,17.2,59226.0,9.12,0.669,9.8,arrendada,habitacao,A,nao,0
31.0,67333.88,8.8,68828.75,17.13,1.022,13.9,outra,habitacao,C,nao,0
47.0,69179.63,,152221.17,12.74,2.2,6.5,outra,saude,C,nao,1
41.0,77454.09,20.9,295188.36,14.63,3.811,7.5,outra,negocio,D,nao,1
56.0,90420.77,18.9,240357.49,7.35,2.658,7.8,propria,saude,D,nao,1
65.0,61442.6,6.7,63476.38,28.7,1.033,4.9,hipoteca,saude,D,nao,1
52.0,57207.37,15.5,128220.53,5.02,2.241,6.6,propria,pessoal,B,nao,0
60.0,78174.05,7.9,225549.49,30.49,2.885,17.6,propria,habitacao,B,nao,1
66.0,116404.27,28.2,77354.48,6.93,0.665,3.0,propria,educacao,A,sim,0
24.0,72630.35,11.4,255103.12,26.22,3.512,13.4,,habitacao,B,nao,1
57.0,98601.53,25.5,294301.65,11.9,2.985,3.4,hipoteca,habitacao,A,nao,0
47.0,104190.95,10.9,238652.52,9.95,2.291,19.4,arrendada,educacao,D,nao,1
31.0,85935.23,20.9,124891.59,8.76,1.453,5.3,arrendada,educacao,C,nao,0
36.0,71557.5,13.3,177774.39,18.01,2.484,12.4,hipoteca,pessoal,B,nao,0
28.0,120166.31,13.4,146633.84,25.88,1.22,11.4,hipoteca,educacao,C,nao,1
49.0,82397.17,22.1,34872.24,14.35,0.423,18.5,propria,saude,A,nao,0
49.0,81112.53,22.6,76281.65,6.19,0.94,12.3,hipoteca,educacao,D,nao,0
57.0,144639.97,8.4,73238.33,10.89,0.506,12.8,outra,negocio,A,nao,0
30.0,119772.11,15.1,253498.85,15.44,2.117,3.9,propria,negocio,B,nao,0
31.0,101518.38,21.0,103577.44,10.25,1.02,6.3,hipoteca,educacao,C,nao,0
68.0,58244.28,8.5,89112.27,21.04,1.53,1.2,outra,negocio,A,nao,0
35.0,85123.24,0.5,101726.99,29.68,1.195,19.7,propria,saude,A,nao,0
52.0,103540.71,12.5,137584.01,15.14,1.329,4.3,outra,habitacao,C,nao,0
36.0,88085.25,24.6,249656.9,8.76,2.834,9.1,outra,habitacao,A,nao,0
33.0,88908.87,,169843.27,18.74,1.91,1.1,outra,pessoal,B,nao,0
67.0,87408.3,8.5,191777.22,7.58,2.194,8.2,arrendada,negocio,A,sim,1
43.0,96691.55,8.4,58710.43,6.53,0.607,12.7,propria,pessoal,B,sim,0
37.0,95074.71,4.2,128072.77,24.45,1.347,19.5,hipoteca,educacao,B,nao,0
43.0,49460.85,8.2,254826.48,10.38,5.152,17.4,hipoteca,negocio,C,nao,1
61.0,96766.19,23.7,107101.34,6.99,1.107,15.0,,pessoal,A,nao,0
48.0,54780.1,5.3,207861.22,19.03,3.794,14.9,outra,habitacao,B,nao,0
57.0,78975.28,11.1,112110.16,15.09,1.42,9.0,propria,educacao,B,nao,0
63.0,34248.54,10.3,14844.97,,0.433,7.5,propria,educacao,C,nao,0
26.0,44474.54,12.4,28574.93,30.03,0.643,14.8,outra,habitacao,A,nao,0
56.0,135144.98,4.3,252523.45,13.45,1.869,19.8,propria,saude,A,nao,0
36.0,61087.88,28.9,103930.6,15.55,1.701,9.0,arrendada,saude,A,nao,0
66.0,65890.04,26.9,295501.7,9.82,4.485,14.4,outra,educacao,D,nao,1
69.0,72713.36,13.1,12122.97,26.99,0.167,17.9,propria,negocio,B,nao,0
45.0,92898.05,29.0,232247.33,16.7,2.5,20.0,hipoteca,educacao,D,nao,1
21.0,90783.31,,291766.94,30.62,3.214,11.6,outra,habitacao,C,nao,1
61.0,102204.78,12.9,166314.35,24.12,1.627,17.3,outra,saude,A,nao,0
21.0,62478.41,6.5,72366.37,9.37,1.158,8.6,outra,habitacao,B,sim,0
56.0,75709.61,6.9,247817.54,22.23,3.273,19.8,arrendada,habitacao,C,nao,1
26.0,96061.65,0.8,23570.01,19.36,0.245,19.4,arrendada,negocio,A,nao,0
38.0,59754.05,11.4,111831.14,5.36,1.872,8.6,propria,negocio,A,nao,0
46.0,98558.49,15.9,22707.16,18.08,0.23,12.1,outra,pessoal,C,nao,0
26.0,83962.4,6.1,164679.0,25.93,1.961,1.6,hipoteca,pessoal,C,nao,1
38.0,85230.0,3.9,72892.18,20.37,0.855,3.9,hipoteca,saude,A,nao,0
35.0,101299.04,13.2,128142.54,29.9,1.265,3.6,hipoteca,educacao,D,nao,1
21.0,71792.41,28.1,46544.9,25.57,0.648,16.8,hipoteca,habitacao,B,nao,0
30.0,26421.28,25.9,102593.86,29.08,3.883,3.8,arrendada,educacao,C,nao,1
67.0,31708.82,13.5,199851.35,22.23,6.303,7.8,hipoteca,pessoal,C,nao,1
67.0,88993.74,10.8,253090.16,9.81,2.844,7.6,hipoteca,negocio,A,nao,0
27.0,56558.59,9.5,188557.12,6.61,3.334,14.4,arrendada,habitacao,C,nao,1
58.0,38069.08,12.3,169758.82,5.21,4.459,8.0,hipoteca,negocio,B,nao,0
43.0,99600.53,15.0,161433.6,31.85,1.621,1.6,outra,educacao,B,nao,0
48.0,78523.83,2.9,99555.84,16.42,1.268,18.9,,negocio,A,nao,0
28.0,87656.95,0.3,99840.85,24.45,1.139,18.6,outra,negocio,B,sim,1
61.0,76822.0,7.2,279372.74,16.39,3.637,5.5,propria,pessoal,A,nao,0
67.0,60439.88,23.7,23799.64,7.82,0.394,13.9,arrendada,pessoal,A,nao,0
38.0,95861.21,29.7,203915.67,17.33,2.127,3.4,,negocio,D,nao,1
33.0,104885.55,7.6,133241.0,23.94,1.27,11.9,hipoteca,pessoal,B,nao,0
25.0,43887.0,,86056.83,24.45,1.961,14.2,propria,saude,A,nao,0
35.0,74553.34,5.1,112419.71,27.32,1.508,5.3,outra,habitacao,B,nao,0
64.0,74930.42,8.3,53624.68,,0.716,7.6,arrendada,habitacao,B,sim,0
67.0,52864.8,26.1,239309.58,26.73,4.527,14.0,propria,negocio,B,sim,1
39.0,33834.22,3.1,10357.0,19.76,0.306,6.1,outra,educacao,B,nao,0
43.0,72307.27,25.2,193748.56,9.95,2.68,14.7,hipoteca,habitacao,A,nao,0
29.0,58009.58,8.2,187447.05,26.27,3.231,8.8,hipoteca,pessoal,C,nao,1
62.0,71181.0,23.0,102706.65,15.2,1.443,4.3,hipoteca,saude,A,nao,0
65.0,71153.14,14.7,134381.28,17.92,1.889,4.4,outra,pessoal,D,nao,0
42.0,75711.76,9.6,39860.9,28.11,0.526,15.5,,habitacao,C,nao,1
53.0,91180.5,12.2,125717.61,20.51,1.379,10.5,outra,habitacao,B,nao,0
42.0,74473.31,13.4,276144.72,30.85,3.708,15.4,arrendada,pessoal,D,sim,1
66.0,74666.66,2.4,230799.83,12.7,3.091,17.5,hipoteca,pessoal,B,nao,0
42.0,88523.2,5.2,122898.36,,1.388,10.0,arrendada,habitacao,A,nao,0
22.0,103138.39,12.1,176364.14,18.76,1.71,9.9,arrendada,educacao,B,sim,0
62.0,39011.79,9.9,236804.29,6.91,6.07,12.6,propria,negocio,B,nao,0
54.0,144471.72,27.1,93163.89,11.47,0.645,2.8,arrendada,saude,C,sim,1
30.0,120976.5,7.4,23447.07,26.11,0.194,11.5,arrendada,negocio,A,nao,0
37.0,67461.69,4.9,284486.93,,4.217,2.6,,negocio,D,nao,1
60.0,46259.39,0.7,260585.38,19.67,5.633,18.2,,pessoal,C,nao,1
34.0,145162.32,23.2,174160.08,6.67,1.2,5.9,propria,saude,D,nao,0
25.0,47876.52,6.3,62913.57,22.18,1.314,18.9,propria,negocio,C,nao,1
33.0,60150.0,13.1,256913.92,22.26,4.271,3.5,,negocio,C,nao,1
28.0,107739.56,22.7,219974.45,16.52,2.042,2.0,arrendada,pessoal,C,nao,1
33.0,55953.23,3.1,293054.18,12.5,5.237,1.8,outra,educacao,C,nao,1
28.0,84882.54,11.7,180010.99,26.96,2.121,8.8,arrendada,habitacao,C,nao,1
44.0,77674.82,25.4,234078.64,27.05,3.014,11.8,hipoteca,habitacao,B,nao,1
63.0,56714.35,9.6,45631.66,24.05,0.805,6.3,propria,pessoal,B,nao,0
47.0,97786.37,9.1,57426.73,28.18,0.587,4.4,propria,educacao,C,sim,1
53.0,32243.82,5.6,118293.82,30.59,3.669,15.3,arrendada,negocio,A,nao,1
29.0,67596.57,28.7,43490.53,6.5,0.643,12.9,hipoteca,habitacao,B,nao,0
28.0,98523.46,22.3,152404.12,,1.547,6.9,outra,saude,B,nao,0
48.0,75305.66,16.1,176311.56,21.9,2.341,9.6,outra,educacao,A,nao,1
65.0,75455.42,27.7,77018.33,8.4,1.021,13.3,propria,negocio,C,nao,0
47.0,100626.31,,100719.83,24.74,1.001,14.5,propria,habitacao,D,nao,1
30.0,73306.61,13.0,157542.6,31.43,2.149,19.8,outra,habitacao,C,nao,1
54.0,86987.47,20.8,118562.87,14.51,1.363,2.6,outra,pessoal,D,nao,0
55.0,105583.67,16.3,133322.33,12.06,1.263,6.7,outra,habitacao,A,nao,0
28.0,19735.92,22.4,249759.99,29.21,12.655,9.3,outra,pessoal,C,nao,1
58.0,60978.49,20.8,221899.41,19.46,3.639,5.2,hipoteca,habitacao,B,nao,0
38.0,16122.22,5.3,270995.41,23.35,16.809,6.2,outra,habitacao,C,sim,1
32.0,37180.32,,247048.02,27.76,6.645,8.0,outra,habitacao,A,nao,1
41.0,72353.55,19.8,15731.8,,0.217,15.1,arrendada,pessoal,C,nao,1
63.0,64759.18,26.2,74014.7,20.52,1.143,8.2,arrendada,educacao,D,nao,1
24.0,60265.7,29.3,216988.69,30.35,3.601,2.0,hipoteca,negocio,B,nao,1
67.0,45876.26,12.9,243707.31,7.34,5.312,15.9,propria,pessoal,B,sim,1
37.0,130957.46,17.8,258746.79,30.09,1.976,19.9,arrendada,habitacao,C,nao,1
27.0,7240.13,25.3,62421.9,11.11,8.622,4.0,hipoteca,negocio,B,nao,0
30.0,43845.21,2.7,67150.5,5.07,1.532,16.1,outra,pessoal,B,nao,0
42.0,47105.88,9.4,70901.92,13.79,1.505,12.8,arrendada,pessoal,C,nao,0
33.0,27754.02,29.1,94218.33,13.64,3.395,17.6,outra,saude,B,nao,0
31.0,72271.03,20.0,451346.1,16.2,1.249,3.3,arrendada,habitacao,B,sim,0
66.0,78685.6,7.0,192555.56,25.98,2.447,17.2,arrendada,negocio,B,nao,1
51.0,90936.18,13.2,278443.54,19.19,3.062,6.7,,negocio,C,nao,1
59.0,81869.08,4.0,171327.29,10.38,2.093,9.4,outra,pessoal,C,sim,1
61.0,83142.56,23.0,51004.41,6.58,0.613,15.4,arrendada,saude,A,nao,0
54.0,121311.9,24.8,208198.73,6.51,1.716,1.4,arrendada,pessoal,D,sim,1
57.0,90139.29,4.0,132991.05,,1.475,8.8,,saude,C,nao,0
42.0,76353.69,27.1,262021.81,12.54,3.432,11.2,arrendada,pessoal,A,nao,0
59.0,47267.32,27.0,285967.06,8.05,6.05,19.6,propria,saude,C,sim,1
56.0,66404.02,23.1,11158.56,15.72,0.168,11.4,arrendada,pessoal,B,nao,0
66.0,93228.86,20.9,297445.59,12.7,3.19,3.3,propria,negocio,A,nao,0
45.0,88448.36,17.3,281631.64,,3.184,1.4,hipoteca,saude,B,nao,0
46.0,58054.53,4.9,44792.41,,0.772,15.9,,educacao,A,nao,0
25.0,15060.59,15.6,231716.42,25.51,15.386,12.9,outra,negocio,C,nao,1
46.0,125206.44,20.2,69832.14,21.15,0.558,15.2,outra,habitacao,C,nao,1
59.0,64684.32,29.1,44487.29,6.54,0.688,14.4,arrendada,saude,B,nao,0
65.0,64181.71,8.5,84434.29,28.13,1.316,6.0,arrendada,negocio,A,nao,0
59.0,55280.8,29.9,179226.71,28.25,3.242,1.3,outra,habitacao,C,nao,1
51.0,126805.57,4.5,158468.49,11.43,1.25,1.5,propria,habitacao,C,nao,0
40.0,69515.09,22.5,81642.17,23.74,1.174,9.0,propria,pessoal,B,nao,0
51.0,58262.93,21.5,44986.09,22.83,0.772,18.7,propria,negocio,B,nao,0
31.0,116064.15,14.5,15561.84,8.95,0.134,3.5,hipoteca,pessoal,B,nao,0
47.0,135484.99,11.5,12673.47,10.23,0.094,10.5,propria,educacao,B,nao,0
22.0,66959.62,13.9,247879.95,,3.702,8.3,outra,pessoal,A,nao,1
63.0,71738.33,11.0,102960.4,26.77,1.435,19.9,,pessoal,C,nao,1
27.0,114291.38,7.3,184367.25,15.35,1.613,7.5,outra,pessoal,D,nao,0
40.0,62022.7,3.1,238433.71,21.25,3.844,4.1,hipoteca,habitacao,C,nao,1
24.0,24698.92,1.1,132291.96,27.21,5.356,8.3,outra,pessoal,D,nao,1
27.0,66792.96,11.7,68194.63,26.07,1.021,7.9,hipoteca,negocio,D,nao,1
69.0,75778.08,6.9,251127.54,26.91,3.314,8.0,outra,habitacao,A,nao,1
21.0,76502.57,25.5,103762.08,10.66,1.356,13.8,arrendada,educacao,B,nao,0
40.0,77287.54,27.1,244814.12,12.83,3.168,13.6,hipoteca,saude,C,nao,1
69.0,69481.9,1.2,24899.17,6.64,0.358,17.2,arrendada,negocio,C,nao,0
36.0,121002.14,3.2,71323.12,21.73,0.589,18.5,arrendada,pessoal,D,nao,1
59.0,77269.99,23.5,166120.1,21.59,2.15,7.7,arrendada,educacao,A,nao,1
24.0,60062.07,21.5,299222.86,,4.982,13.0,hipoteca,negocio,B,nao,0
40.0,48844.28,16.4,147996.28,24.46,3.03,14.3,propria,pessoal,A,nao,1
63.0,28834.05,6.9,34436.75,,1.194,13.3,outra,habitacao,A,nao,0
22.0,48292.8,21.2,123414.15,,2.556,11.3,hipoteca,saude,B,nao,0
57.0,14777.8,22.4,149230.08,7.15,10.098,15.2,propria,habitacao,B,nao,0
59.0,66783.59,4.2,293729.52,21.91,4.398,12.8,propria,saude,D,sim,1
34.0,63693.35,22.2,191318.37,29.5,3.004,14.1,propria,habitacao,A,nao,1
68.0,73504.04,8.4,189310.93,6.91,2.576,11.4,outra,educacao,A,nao,0
67.0,66216.88,22.6,65835.13,26.83,0.994,3.3,outra,educacao,A,sim,1
46.0,55530.67,19.7,223513.52,27.43,4.025,14.6,arrendada,saude,A,nao,1
65.0,44769.09,14.3,232573.43,19.12,5.195,16.5,outra,saude,D,nao,1
50.0,83354.83,13.2,162374.15,14.58,1.948,4.1,outra,habitacao,D,nao,0
51.0,83543.98,6.1,262532.92,25.54,3.142,19.4,hipoteca,habitacao,C,nao,1
24.0,104072.95,13.3,266461.72,,2.56,3.2,outra,negocio,D,nao,1
50.0,62012.05,16.3,59923.34,7.97,0.966,2.9,arrendada,habitacao,A,nao,0
60.0,71281.19,2.2,47695.13,,0.669,14.1,hipoteca,habitacao,D,nao,0
44.0,82126.11,23.3,296724.53,16.06,3.613,5.1,arrendada,pessoal,A,nao,0
28.0,68732.26,19.0,193097.88,17.67,2.809,14.2,hipoteca,educacao,A,nao,0
36.0,29981.27,8.9,166230.59,23.98,5.544,7.8,hipoteca,pessoal,C,sim,1
51.0,98570.07,19.1,205412.74,21.33,2.084,7.0,hipoteca,educacao,B,nao,1
21.0,65003.02,18.9,145917.45,28.32,2.245,12.6,outra,negocio,D,nao,1
44.0,12689.13,10.1,236543.6,25.22,18.641,18.4,hipoteca,pessoal,A,nao,1
39.0,64196.5,11.4,59827.7,8.26,0.932,13.0,hipoteca,saude,A,nao,0
49.0,99803.65,13.2,230483.98,,2.309,5.5,arrendada,saude,C,nao,1
41.0,103726.38,21.2,187994.44,16.1,1.812,4.2,arrendada,negocio,C,nao,0
27.0,45857.86,12.6,35375.14,30.33,0.771,7.9,outra,saude,B,nao,0
47.0,69671.22,27.5,96065.95,28.09,1.379,9.4,hipoteca,educacao,D,nao,1
61.0,94324.54,17.7,14446.49,26.62,0.153,18.3,hipoteca,habitacao,B,nao,0
23.0,84659.42,1.4,164649.14,19.92,1.945,17.2,arrendada,habitacao,A,nao,0
25.0,137100.62,,80555.67,12.56,0.588,19.8,hipoteca,negocio,A,sim,0
55.0,37965.97,23.1,39932.62,22.93,1.052,4.0,outra,saude,A,nao,0
59.0,73704.21,25.5,122623.63,5.3,1.664,3.3,propria,saude,B,nao,0
55.0,99896.62,19.1,15458.15,18.5,0.155,7.0,outra,habitacao,A,nao,0
44.0,68514.87,4.1,287715.93,7.39,4.199,15.0,propria,habitacao,B,nao,0
46.0,38354.96,10.9,11227.19,,0.293,14.3,outra,habitacao,C,nao,0
24.0,83065.37,22.8,93254.46,,1.123,6.4,hipoteca,pessoal,B,nao,0
51.0,80644.67,27.4,105998.99,30.64,1.314,9.1,propria,habitacao,A,nao,0
42.0,89919.22,19.5,238311.38,,2.65,4.5,outra,saude,A,sim,1
48.0,125647.03,,93367.37,11.75,0.743,12.3,propria,saude,D,nao,0
21.0,85116.05,13.3,292520.33,13.76,3.437,13.9,arrendada,negocio,A,nao,0
47.0,128540.49,5.6,43122.58,15.21,0.335,17.1,arrendada,negocio,A,nao,0
22.0,37200.34,10.7,73116.09,12.7,1.965,1.3,hipoteca,saude,B,nao,0
66.0,64042.16,6.4,185880.42,,2.902,1.5,outra,negocio,B,nao,1
50.0,75223.14,20.6,152108.37,5.8,2.022,17.4,propria,educacao,A,nao,0
57.0,85086.14,29.8,230161.01,5.96,2.705,9.3,outra,pessoal,D,sim,1
41.0,66443.72,7.9,25621.33,,0.386,12.8,arrendada,pessoal,C,nao,0
63.0,76685.48,0.2,167828.49,14.93,2.189,3.4,outra,educacao,A,nao,0
41.0,117282.84,26.3,109894.77,,0.937,5.5,outra,saude,B,nao,0
24.0,55818.31,22.2,290748.41,,5.209,13.4,propria,habitacao,A,nao,0
64.0,91046.45,27.4,105310.58,15.62,1.157,7.8,outra,saude,C,nao,0
30.0,102969.17,28.4,78166.24,15.8,0.759,11.3,propria,negocio,A,nao,0
28.0,65492.81,26.4,102795.59,19.77,1.57,4.5,propria,habitacao,C,nao,0
69.0,144909.04,29.6,247932.24,12.87,1.711,3.9,propria,negocio,C,nao,0
59.0,114129.45,14.7,231362.43,,2.027,4.7,hipoteca,pessoal,C,nao,1
47.0,17882.39,13.3,14287.43,25.2,0.799,17.9,hipoteca,educacao,A,nao,0
32.0,63255.53,7.8,38655.6,24.8,0.611,16.5,propria,habitacao,C,nao,1
59.0,37020.2,9.1,65691.93,10.56,1.774,12.4,propria,pessoal,B,nao,0
26.0,73219.84,14.1,126354.29,30.61,1.726,13.1,hipoteca,saude,B,nao,0
63.0,44818.57,25.1,256565.58,19.58,5.725,4.8,arrendada,saude,A,nao,0
67.0,44840.28,9.9,191494.49,25.93,4.271,18.6,hipoteca,negocio,A,nao,1
43.0,58453.44,10.1,143877.21,,2.461,14.8,hipoteca,pessoal,D,nao,1
66.0,33832.19,18.2,149352.99,5.05,4.415,12.9,propria,habitacao,A,nao,0
43.0,91484.38,29.2,189317.65,13.62,2.069,16.9,hipoteca,habitacao,B,nao,0
53.0,57308.98,,90903.21,18.94,1.586,16.1,arrendada,negocio,A,nao,0
60.0,16468.86,21.1,118434.59,11.34,7.191,16.3,propria,negocio,B,nao,0
42.0,64029.91,25.7,147338.34,20.99,2.301,13.2,propria,habitacao,D,sim,1
25.0,67775.55,12.0,49897.9,10.88,0.736,19.7,hipoteca,habitacao,B,nao,0
34.0,97506.21,25.2,141957.0,,1.456,13.3,,negocio,B,nao,0
68.0,54780.0,13.6,163242.05,11.24,2.98,11.9,propria,habitacao,D,sim,1
59.0,70887.19,4.7,252281.88,29.06,3.559,17.2,propria,habitacao,C,sim,1
69.0,55376.61,4.1,46980.48,15.12,0.848,5.5,propria,pessoal,A,nao,0
45.0,68272.94,16.5,273408.56,27.79,4.005,11.4,propria,negocio,B,nao,1
21.0,73593.16,18.8,68764.45,18.98,0.934,17.7,outra,pessoal,D,nao,0
52.0,86434.44,18.2,238026.7,14.93,2.754,14.4,outra,saude,B,sim,1
21.0,83768.27,,66252.33,26.6,0.791,11.0,propria,educacao,A,sim,1
23.0,103615.23,7.1,25995.03,31.74,0.251,18.7,propria,pessoal,A,nao,0
36.0,44740.05,2.6,20716.36,10.52,0.463,15.6,propria,negocio,C,nao,0
26.0,59488.18,1.2,259240.75,24.87,4.358,18.8,outra,habitacao,C,nao,1
40.0,90165.24,26.4,271553.48,22.8,3.012,12.1,arrendada,educacao,B,sim,1
28.0,46672.65,9.0,95496.86,28.95,2.046,16.5,arrendada,educacao,B,nao,1
57.0,85539.62,28.3,19704.47,28.81,0.23,7.7,outra,pessoal,C,nao,1
49.0,95842.91,4.9,126446.82,22.01,1.319,18.8,hipoteca,educacao,A,nao,0
60.0,81975.79,2.5,258568.71,13.37,3.154,4.5,propria,habitacao,A,sim,1
31.0,97747.07,26.0,227059.79,15.95,2.323,10.1,arrendada,pessoal,B,nao,0
33.0,81461.15,9.5,5468.99,30.98,0.067,8.8,hipoteca,habitacao,B,nao,0
40.0,70953.52,6.6,242069.69,25.59,3.412,18.6,hipoteca,habitacao,D,nao,1
36.0,98658.21,0.5,227517.49,14.99,2.306,10.4,outra,negocio,A,nao,0
33.0,67870.62,21.3,65882.98,16.49,0.971,2.1,outra,saude,B,nao,0
48.0,76953.77,18.0,68749.08,6.74,0.893,5.0,arrendada,saude,B,sim,0
36.0,83450.95,25.5,243030.14,25.78,2.912,8.5,arrendada,educacao,D,sim,1
38.0,106179.46,16.7,138993.41,14.6,1.309,17.1,propria,pessoal,D,nao,0
53.0,72829.03,19.9,184065.6,30.83,2.527,17.5,arrendada,habitacao,B,nao,1
23.0,60916.27,17.3,19980.75,7.05,0.328,16.7,propria,negocio,B,nao,0
52.0,99141.91,12.7,241017.72,8.5,2.431,4.8,propria,negocio,B,nao,0
61.0,69938.17,18.2,28749.59,,0.411,15.5,arrendada,negocio,C,nao,1
26.0,90726.93,25.0,166980.47,23.56,1.84,4.6,arrendada,saude,D,nao,1
51.0,46524.87,0.5,17626.03,12.18,0.379,8.3,propria,pessoal,C,nao,0
61.0,60359.06,17.7,20530.75,29.23,0.34,2.3,arrendada,negocio,D,nao,1
48.0,62237.52,3.0,130848.93,16.44,2.102,18.2,propria,saude,B,sim,1
51.0,122316.31,29.1,163799.74,31.62,1.339,4.2,hipoteca,pessoal,C,nao,1
50.0,56441.57,6.4,33153.35,9.78,0.587,11.7,propria,educacao,C,nao,0
35.0,69053.09,1.9,245394.96,20.47,3.554,17.7,,habitacao,B,nao,1
21.0,74853.81,6.3,173043.17,10.15,2.312,10.6,,educacao,C,nao,1
59.0,67288.59,11.0,14068.96,20.72,0.209,1.8,arrendada,pessoal,C,nao,1
33.0,47378.71,25.7,260103.26,12.08,5.49,15.2,propria,negocio,A,nao,0
68.0,84357.21,14.5,203406.22,17.89,2.411,17.1,hipoteca,negocio,B,nao,0
24.0,94903.03,5.6,156946.65,,1.654,15.1,hipoteca,pessoal,B,nao,0
67.0,89409.9,2.3,139451.08,17.58,1.56,19.9,outra,negocio,B,nao,0
44.0,83619.27,18.6,238497.29,8.64,2.852,9.7,outra,educacao,B,nao,0
28.0,122214.37,1.5,89635.3,8.69,0.733,8.7,arrendada,educacao,A,nao,0
55.0,89887.32,22.2,91357.46,8.3,1.016,16.3,arrendada,pessoal,B,nao,0
37.0,68446.53,11.5,111781.46,,1.633,2.3,arrendada,saude,A,nao,0
60.0,123656.86,26.4,162258.21,17.78,1.312,17.8,,educacao,A,nao,0
29.0,87894.88,29.0,81414.01,12.44,0.926,9.9,hipoteca,educacao,B,nao,0
43.0,116082.44,3.2,75260.62,18.65,0.648,7.1,outra,pessoal,A,nao,0
66.0,74937.48,19.9,134632.3,6.76,1.797,14.4,outra,negocio,A,nao,0
49.0,102482.1,13.5,247869.18,5.55,2.419,9.4,,negocio,B,sim,1
39.0,51627.52,11.3,183932.96,,3.563,5.3,arrendada,pessoal,B,nao,1
52.0,62378.3,19.3,122630.16,28.22,1.966,13.8,outra,educacao,D,nao,1
61.0,77634.57,9.8,94590.99,13.23,1.218,4.2,propria,educacao,B,nao,0
37.0,93328.32,23.2,190360.15,24.02,2.04,13.6,arrendada,negocio,C,nao,1
33.0,66422.99,,248465.12,29.49,3.741,10.5,outra,saude,B,nao,1
33.0,114393.17,8.8,201247.25,16.48,1.759,14.3,hipoteca,educacao,D,nao,0
60.0,75532.94,,260115.08,5.04,3.444,9.3,outra,saude,A,nao,0
23.0,73174.19,11.9,76654.96,29.09,1.048,17.6,outra,pessoal,C,nao,1
53.0,56004.82,26.2,107336.09,20.14,1.917,19.9,propria,habitacao,A,nao,0
28.0,68213.15,28.6,95292.81,29.05,1.397,12.5,propria,pessoal,C,nao,1
60.0,64398.28,19.0,135087.9,,2.098,18.3,arrendada,saude,B,nao,1
69.0,83106.42,7.7,159302.48,6.59,1.917,14.3,outra,negocio,D,sim,1
43.0,76492.36,18.1,97616.83,21.83,1.276,7.2,arrendada,saude,C,sim,1
56.0,54204.59,23.4,69995.22,31.38,1.291,16.2,outra,habitacao,A,nao,0
32.0,94957.65,6.0,177961.99,12.07,1.874,4.5,,educacao,C,nao,0
44.0,97280.68,25.2,186504.13,20.38,1.917,18.8,,pessoal,B,nao,0
48.0,56576.66,16.5,92657.9,16.01,1.638,10.7,hipoteca,pessoal,B,nao,0
